Date,Humidity,Temperature
2021/8/15 17:52:10,41.20,23.70
2021/8/15 17:52:15,40.90,23.70
2021/8/15 17:52:20,40.80,23.70
2021/8/15 17:52:25,40.90,23.70
2021/8/15 17:52:31,40.90,23.80
2021/8/15 17:52:36,40.90,23.80
2021/8/15 17:52:41,40.70,23.80
2021/8/15 17:52:46,40.60,23.80
2021/8/15 17:52:51,40.50,23.80
2021/8/15 17:52:56,40.50,23.80
2021/8/15 17:53:1,40.50,23.80
2021/8/15 17:53:6,40.40,23.90
2021/8/15 17:53:11,40.40,23.90
2021/8/15 17:53:16,40.30,23.90
2021/8/15 17:53:21,40.20,23.90
2021/8/15 17:53:27,40.20,23.90
2021/8/15 17:53:32,40.10,23.90
2021/8/15 17:53:37,40.00,24.00
2021/8/15 17:53:42,40.00,24.00
2021/8/15 17:53:47,40.00,24.00
2021/8/15 17:53:52,39.90,24.00
2021/8/15 17:53:57,40.00,24.00
2021/8/15 17:54:2,40.30,24.10
2021/8/15 17:54:7,40.20,24.00
2021/8/15 17:54:12,40.30,24.00
2021/8/15 17:54:18,40.30,24.00
2021/8/15 17:54:23,40.10,24.00
2021/8/15 17:54:28,40.10,24.00
2021/8/15 17:54:33,40.10,24.00
2021/8/15 17:54:38,40.10,23.90
2021/8/15 17:54:43,40.10,23.90
2021/8/15 17:54:48,40.20,23.90
2021/8/15 17:54:53,40.30,23.80
2021/8/15 17:54:58,40.40,23.80
2021/8/15 17:55:3,40.40,23.70
2021/8/15 17:55:8,40.60,23.70
2021/8/15 17:55:14,40.70,23.60
2021/8/15 17:55:19,40.70,23.60
2021/8/15 17:55:24,41.50,23.60
2021/8/15 17:55:29,41.20,23.60
2021/8/15 17:55:34,40.90,23.50
2021/8/15 17:55:39,40.90,23.60
2021/8/15 17:55:44,40.80,23.50
2021/8/15 17:55:49,40.70,23.50
2021/8/15 17:55:54,40.70,23.50
2021/8/15 17:55:59,40.70,23.50
2021/8/15 17:56:4,40.90,23.60
2021/8/15 17:56:10,40.90,23.60
2021/8/15 17:56:15,40.90,23.60
2021/8/15 17:56:20,40.90,23.60
2021/8/15 17:56:25,41.00,23.60
2021/8/15 17:56:30,41.10,23.60
2021/8/15 17:56:35,41.20,23.60
2021/8/15 17:56:40,41.00,23.60
2021/8/15 17:56:45,40.90,23.60
2021/8/15 17:56:50,40.90,23.60
2021/8/15 17:56:55,40.90,23.60
2021/8/15 17:57:0,40.90,23.70
2021/8/15 17:57:6,40.80,23.70
2021/8/15 17:57:11,40.80,23.70
2021/8/15 17:57:16,40.80,23.70
2021/8/15 17:57:21,40.80,23.70
2021/8/15 17:57:26,40.70,23.70
2021/8/15 17:57:31,41.00,23.80
2021/8/15 17:57:36,41.00,23.80
2021/8/15 17:57:41,40.70,23.80
2021/8/15 17:57:46,40.60,23.80
2021/8/15 17:57:51,40.40,23.80
2021/8/15 17:57:56,40.30,23.80
2021/8/15 17:58:1,40.30,23.80
2021/8/15 17:58:7,40.30,23.80
2021/8/15 17:58:12,40.30,23.90
2021/8/15 17:58:17,40.20,23.90
2021/8/15 17:58:22,40.10,23.90
2021/8/15 17:58:27,40.10,23.90
2021/8/15 17:58:32,40.10,23.90
2021/8/15 17:58:37,40.10,24.00
2021/8/15 17:58:42,40.00,24.00
2021/8/15 17:58:47,40.00,24.00
2021/8/15 17:58:52,40.00,24.00
2021/8/15 17:58:57,40.10,24.00
2021/8/15 17:59:3,40.10,24.00
2021/8/15 17:59:8,40.30,24.10
2021/8/15 17:59:13,40.20,24.10
2021/8/15 17:59:18,40.10,24.00
2021/8/15 17:59:23,40.10,24.00
2021/8/15 17:59:28,40.00,24.00
2021/8/15 17:59:33,40.00,24.00
2021/8/15 17:59:39,40.10,24.00
2021/8/15 17:59:44,40.10,23.90
2021/8/15 17:59:49,40.20,23.90
2021/8/15 17:59:54,40.10,23.90
2021/8/15 17:59:59,40.20,23.80
2021/8/15 18:0:4,40.50,23.80
2021/8/15 18:0:9,40.50,23.70
2021/8/15 18:0:14,40.50,23.70
2021/8/15 18:0:19,40.60,23.60
2021/8/15 18:0:24,40.60,23.60
2021/8/15 18:0:29,40.80,23.50
2021/8/15 18:0:34,41.00,23.50
2021/8/15 18:0:40,41.00,23.50
2021/8/15 18:0:45,40.90,23.50
2021/8/15 18:0:50,41.40,23.50
2021/8/15 18:0:55,41.20,23.50
2021/8/15 18:1:0,41.10,23.50
2021/8/15 18:1:5,41.00,23.50
2021/8/15 18:1:10,41.00,23.50
2021/8/15 18:1:15,41.40,23.50
2021/8/15 18:1:20,41.40,23.50
2021/8/15 18:1:25,41.20,23.50
2021/8/15 18:1:30,41.20,23.50
2021/8/15 18:1:36,41.20,23.50
2021/8/15 18:1:41,41.20,23.50
2021/8/15 18:1:46,41.20,23.50
2021/8/15 18:1:51,41.20,23.50
2021/8/15 18:1:56,41.20,23.50
2021/8/15 18:2:1,41.40,23.50
2021/8/15 18:2:6,41.40,23.60
2021/8/15 18:2:11,41.40,23.60
2021/8/15 18:2:16,41.30,23.60
2021/8/15 18:2:21,41.10,23.60
2021/8/15 18:2:26,40.90,23.60
2021/8/15 18:2:32,40.70,23.60
2021/8/15 18:2:37,40.70,23.60
2021/8/15 18:2:42,40.80,23.70
2021/8/15 18:2:47,41.00,23.70
2021/8/15 18:2:52,41.10,23.70
2021/8/15 18:2:57,41.00,23.70
2021/8/15 18:3:2,40.90,23.70
2021/8/15 18:3:7,40.70,23.70
2021/8/15 18:3:12,40.70,23.80
2021/8/15 18:3:17,40.60,23.80
2021/8/15 18:3:22,40.60,23.80
2021/8/15 18:3:27,40.90,23.80
2021/8/15 18:3:33,40.90,23.80
2021/8/15 18:3:38,40.60,23.80
2021/8/15 18:3:43,40.40,23.80
2021/8/15 18:3:48,40.30,23.90
2021/8/15 18:3:53,40.20,23.90
2021/8/15 18:3:58,40.30,23.90
2021/8/15 18:4:3,40.20,23.90
2021/8/15 18:4:8,40.10,23.90
2021/8/15 18:4:13,40.10,23.90
2021/8/15 18:4:18,40.10,24.00
2021/8/15 18:4:23,40.10,24.00
2021/8/15 18:4:29,40.10,24.00
2021/8/15 18:4:34,40.00,24.00
2021/8/15 18:4:39,40.00,24.00
2021/8/15 18:4:44,40.20,24.10
2021/8/15 18:4:49,40.10,24.00
2021/8/15 18:4:54,40.30,24.10
2021/8/15 18:4:59,40.10,24.00
2021/8/15 18:5:4,40.10,24.00
2021/8/15 18:5:9,40.10,24.00
2021/8/15 18:5:14,40.10,23.90
2021/8/15 18:5:20,40.30,23.90
2021/8/15 18:5:25,40.30,23.90
2021/8/15 18:5:30,40.30,23.90
2021/8/15 18:5:35,40.30,23.80
2021/8/15 18:5:40,40.40,23.80
2021/8/15 18:5:45,40.40,23.70
2021/8/15 18:5:50,40.40,23.70
2021/8/15 18:5:55,40.70,23.60
2021/8/15 18:6:0,41.60,23.60
2021/8/15 18:6:5,42.10,23.60
2021/8/15 18:6:10,41.90,23.60
2021/8/15 18:6:16,42.20,23.60
2021/8/15 18:6:21,41.80,23.60
2021/8/15 18:6:26,41.20,23.50
2021/8/15 18:6:31,41.10,23.60
2021/8/15 18:6:36,40.90,23.50
2021/8/15 18:6:41,40.90,23.50
2021/8/15 18:6:46,41.00,23.60
2021/8/15 18:6:51,41.00,23.60
2021/8/15 18:6:56,41.00,23.60
2021/8/15 18:7:1,41.00,23.60
2021/8/15 18:7:6,41.10,23.60
2021/8/15 18:7:12,41.20,23.60
2021/8/15 18:7:17,41.10,23.60
2021/8/15 18:7:22,41.10,23.60
2021/8/15 18:7:27,41.10,23.60
2021/8/15 18:7:32,41.10,23.60
2021/8/15 18:7:37,41.10,23.60
2021/8/15 18:7:42,41.00,23.60
2021/8/15 18:7:47,41.00,23.60
2021/8/15 18:7:52,41.00,23.60
2021/8/15 18:7:57,40.90,23.60
2021/8/15 18:8:2,40.80,23.70
2021/8/15 18:8:7,40.80,23.70
2021/8/15 18:8:13,41.00,23.70
2021/8/15 18:8:18,40.70,23.70
2021/8/15 18:8:23,40.60,23.70
2021/8/15 18:8:28,40.60,23.70
2021/8/15 18:8:33,40.50,23.70
2021/8/15 18:8:38,40.40,23.70
2021/8/15 18:8:43,40.50,23.80
2021/8/15 18:8:48,40.50,23.80
2021/8/15 18:8:53,40.50,23.80
2021/8/15 18:8:58,40.40,23.80
2021/8/15 18:9:3,40.40,23.80
2021/8/15 18:9:9,40.40,23.80
2021/8/15 18:9:14,40.30,23.90
2021/8/15 18:9:19,40.30,23.90
2021/8/15 18:9:24,40.30,23.90
2021/8/15 18:9:29,40.10,23.90
2021/8/15 18:9:34,40.10,23.90
2021/8/15 18:9:39,40.00,23.90
2021/8/15 18:9:44,40.00,24.00
2021/8/15 18:9:49,40.00,24.00
2021/8/15 18:9:54,40.00,24.00
2021/8/15 18:10:0,39.90,24.00
2021/8/15 18:10:5,40.10,24.00
2021/8/15 18:10:10,40.30,24.10
2021/8/15 18:10:15,40.30,24.00
2021/8/15 18:10:20,40.30,24.00
2021/8/15 18:10:25,40.20,24.00
2021/8/15 18:10:30,40.00,24.00
2021/8/15 18:10:35,40.00,24.00
2021/8/15 18:10:40,39.90,23.90
2021/8/15 18:10:45,40.10,23.90
2021/8/15 18:10:50,40.20,23.90
2021/8/15 18:10:56,40.30,23.80
2021/8/15 18:11:1,40.30,23.80
2021/8/15 18:11:6,40.40,23.80
2021/8/15 18:11:11,40.30,23.70
2021/8/15 18:11:16,40.40,23.70
2021/8/15 18:11:21,40.70,23.70
2021/8/15 18:11:26,41.30,23.60
2021/8/15 18:11:31,41.30,23.60
2021/8/15 18:11:36,41.10,23.60
2021/8/15 18:11:41,41.00,23.60
2021/8/15 18:11:46,40.90,23.60
2021/8/15 18:11:52,40.90,23.60
2021/8/15 18:11:57,40.90,23.60
2021/8/15 18:12:2,40.90,23.60
2021/8/15 18:12:7,40.90,23.60
2021/8/15 18:12:12,41.00,23.60
2021/8/15 18:12:17,41.10,23.60
2021/8/15 18:12:22,41.10,23.60
2021/8/15 18:12:27,41.20,23.60
2021/8/15 18:12:32,41.10,23.60
2021/8/15 18:12:37,41.00,23.60
2021/8/15 18:12:42,41.00,23.60
2021/8/15 18:12:47,41.00,23.60
2021/8/15 18:12:53,41.10,23.60
2021/8/15 18:12:58,41.10,23.60
2021/8/15 18:13:3,41.20,23.70
2021/8/15 18:13:8,41.20,23.70
2021/8/15 18:13:13,41.50,23.70
2021/8/15 18:13:18,41.50,23.70
2021/8/15 18:13:23,41.20,23.70
2021/8/15 18:13:28,41.00,23.70
2021/8/15 18:13:33,40.90,23.70
2021/8/15 18:13:38,40.90,23.70
2021/8/15 18:13:43,40.70,23.80
2021/8/15 18:13:49,40.70,23.80
2021/8/15 18:13:54,40.70,23.80
2021/8/15 18:13:59,40.60,23.80
2021/8/15 18:14:4,40.50,23.90
2021/8/15 18:14:9,40.40,23.90
2021/8/15 18:14:14,40.30,23.90
2021/8/15 18:14:19,40.30,23.90
2021/8/15 18:14:24,40.20,23.90
2021/8/15 18:14:29,40.10,23.90
2021/8/15 18:14:34,40.10,23.90
2021/8/15 18:14:39,40.00,23.90
2021/8/15 18:14:45,40.00,23.90
2021/8/15 18:14:50,40.00,24.00
2021/8/15 18:14:55,40.00,24.00
2021/8/15 18:15:0,40.00,24.00
2021/8/15 18:15:5,39.90,24.00
2021/8/15 18:15:10,40.00,24.00
2021/8/15 18:15:15,40.20,24.10
2021/8/15 18:15:20,40.20,24.10
2021/8/15 18:15:25,40.10,24.10
2021/8/15 18:15:31,40.10,24.10
2021/8/15 18:15:36,40.10,24.00
2021/8/15 18:15:41,40.20,24.00
2021/8/15 18:15:46,40.20,24.00
2021/8/15 18:15:51,40.20,23.90
2021/8/15 18:15:56,40.20,23.90
2021/8/15 18:16:1,40.30,23.80
2021/8/15 18:16:6,40.30,23.80
2021/8/15 18:16:11,40.40,23.80
2021/8/15 18:16:16,40.50,23.80
2021/8/15 18:16:21,40.40,23.70
2021/8/15 18:16:26,40.50,23.70
2021/8/15 18:16:32,41.30,23.70
2021/8/15 18:16:37,41.00,23.60
2021/8/15 18:16:42,40.80,23.60
2021/8/15 18:16:47,41.40,23.60
2021/8/15 18:16:52,41.50,23.60
2021/8/15 18:16:57,41.30,23.60
2021/8/15 18:17:2,41.30,23.60
2021/8/15 18:17:7,41.10,23.50
2021/8/15 18:17:12,41.20,23.50
2021/8/15 18:17:17,41.30,23.60
2021/8/15 18:17:22,41.20,23.60
2021/8/15 18:17:28,41.10,23.60
2021/8/15 18:17:33,41.00,23.60
2021/8/15 18:17:38,41.00,23.60
2021/8/15 18:17:43,41.00,23.60
2021/8/15 18:17:48,40.90,23.60
2021/8/15 18:17:53,40.90,23.60
2021/8/15 18:17:58,41.00,23.60
2021/8/15 18:18:3,41.10,23.60
2021/8/15 18:18:8,41.10,23.60
2021/8/15 18:18:13,41.00,23.60
2021/8/15 18:18:18,40.90,23.70
2021/8/15 18:18:24,40.70,23.70
2021/8/15 18:18:29,40.80,23.70
2021/8/15 18:18:34,41.00,23.70
2021/8/15 18:18:39,41.10,23.70
2021/8/15 18:18:44,40.90,23.70
2021/8/15 18:18:49,40.80,23.70
2021/8/15 18:18:54,40.80,23.80
2021/8/15 18:18:59,40.60,23.80
2021/8/15 18:19:4,40.50,23.80
2021/8/15 18:19:9,40.50,23.80
2021/8/15 18:19:14,40.40,23.80
2021/8/15 18:19:20,40.50,23.80
2021/8/15 18:19:25,40.50,23.90
2021/8/15 18:19:30,40.30,23.90
2021/8/15 18:19:35,40.20,23.90
2021/8/15 18:19:40,40.20,23.90
2021/8/15 18:19:45,40.10,23.90
2021/8/15 18:19:50,40.10,23.90
2021/8/15 18:19:55,40.10,24.00
2021/8/15 18:20:0,40.10,24.00
2021/8/15 18:20:5,40.10,24.00
2021/8/15 18:20:11,40.10,24.00
2021/8/15 18:20:16,40.20,24.00
2021/8/15 18:20:21,40.30,24.10
2021/8/15 18:20:26,40.20,24.10
2021/8/15 18:20:31,40.10,24.10
2021/8/15 18:20:36,40.00,24.10
2021/8/15 18:20:41,40.00,24.00
2021/8/15 18:20:46,40.00,24.00
2021/8/15 18:20:51,40.00,24.00
2021/8/15 18:20:56,40.20,24.00
2021/8/15 18:21:1,40.20,23.90
2021/8/15 18:21:7,40.20,23.90
2021/8/15 18:21:12,40.30,23.90
2021/8/15 18:21:17,40.30,23.80
2021/8/15 18:21:22,40.30,23.80
2021/8/15 18:21:27,40.30,23.70
2021/8/15 18:21:32,40.30,23.70
2021/8/15 18:21:37,40.40,23.70
2021/8/15 18:21:42,40.40,23.60
2021/8/15 18:21:47,40.50,23.60
2021/8/15 18:21:52,40.50,23.60
2021/8/15 18:21:57,40.50,23.50
2021/8/15 18:22:3,40.60,23.50
2021/8/15 18:22:8,40.70,23.60
2021/8/15 18:22:13,40.60,23.50
2021/8/15 18:22:18,40.70,23.50
2021/8/15 18:22:23,40.70,23.50
2021/8/15 18:22:28,40.80,23.60
2021/8/15 18:22:33,40.80,23.60
2021/8/15 18:22:38,40.70,23.50
2021/8/15 18:22:43,40.80,23.60
2021/8/15 18:22:48,40.90,23.60
2021/8/15 18:22:53,40.90,23.60
2021/8/15 18:22:58,40.90,23.60
2021/8/15 18:23:4,41.00,23.60
2021/8/15 18:23:9,41.10,23.60
2021/8/15 18:23:14,41.10,23.60
2021/8/15 18:23:19,41.20,23.60
2021/8/15 18:23:24,41.10,23.60
2021/8/15 18:23:29,41.00,23.60
2021/8/15 18:23:34,41.00,23.70
2021/8/15 18:23:39,40.90,23.70
2021/8/15 18:23:44,40.70,23.70
2021/8/15 18:23:49,40.70,23.70
2021/8/15 18:23:54,40.60,23.70
2021/8/15 18:24:0,40.50,23.70
2021/8/15 18:24:5,40.40,23.70
2021/8/15 18:24:10,40.40,23.70
2021/8/15 18:24:15,40.50,23.80
2021/8/15 18:24:20,40.50,23.80
2021/8/15 18:24:25,40.50,23.80
2021/8/15 18:24:30,40.50,23.80
2021/8/15 18:24:35,40.40,23.80
2021/8/15 18:24:40,40.20,23.80
2021/8/15 18:24:45,40.20,23.80
2021/8/15 18:24:50,40.20,23.90
2021/8/15 18:24:56,40.30,23.90
2021/8/15 18:25:1,40.20,23.90
2021/8/15 18:25:6,40.20,23.90
2021/8/15 18:25:11,40.20,23.90
2021/8/15 18:25:16,40.10,23.90
2021/8/15 18:25:21,40.10,24.00
2021/8/15 18:25:26,40.00,24.00
2021/8/15 18:25:31,40.00,24.00
2021/8/15 18:25:36,39.90,24.00
2021/8/15 18:25:42,40.10,24.00
2021/8/15 18:25:47,40.20,24.10
2021/8/15 18:25:52,40.20,24.10
2021/8/15 18:25:57,40.00,24.10
2021/8/15 18:26:2,40.10,24.10
2021/8/15 18:26:7,40.00,24.00
2021/8/15 18:26:12,40.00,24.00
2021/8/15 18:26:17,40.10,24.00
2021/8/15 18:26:22,40.10,24.00
2021/8/15 18:26:27,40.10,23.90
2021/8/15 18:26:32,40.10,23.90
2021/8/15 18:26:37,40.10,23.90
2021/8/15 18:26:43,40.20,23.80
2021/8/15 18:26:48,40.20,23.80
2021/8/15 18:26:53,40.30,23.80
2021/8/15 18:26:58,40.40,23.70
2021/8/15 18:27:3,40.40,23.70
2021/8/15 18:27:8,40.70,23.60
2021/8/15 18:27:13,40.90,23.60
2021/8/15 18:27:18,40.70,23.60
2021/8/15 18:27:23,40.70,23.60
2021/8/15 18:27:28,40.60,23.60
2021/8/15 18:27:33,40.60,23.60
2021/8/15 18:27:39,40.60,23.60
2021/8/15 18:27:44,40.60,23.60
2021/8/15 18:27:49,40.60,23.60
2021/8/15 18:27:54,40.70,23.60
2021/8/15 18:27:59,40.70,23.60
2021/8/15 18:28:4,40.90,23.60
2021/8/15 18:28:9,41.00,23.60
2021/8/15 18:28:14,41.00,23.60
2021/8/15 18:28:19,41.00,23.60
2021/8/15 18:28:24,41.10,23.60
2021/8/15 18:28:29,41.30,23.60
2021/8/15 18:28:35,41.20,23.60
2021/8/15 18:28:40,41.10,23.60
2021/8/15 18:28:45,41.10,23.60
2021/8/15 18:28:50,41.20,23.70
2021/8/15 18:28:55,41.30,23.70
2021/8/15 18:29:0,41.20,23.60
2021/8/15 18:29:5,41.20,23.70
2021/8/15 18:29:10,41.10,23.70
2021/8/15 18:29:15,41.00,23.70
2021/8/15 18:29:20,40.90,23.70
2021/8/15 18:29:25,40.80,23.70
2021/8/15 18:29:31,41.00,23.70
2021/8/15 18:29:36,40.70,23.70
2021/8/15 18:29:41,40.60,23.80
2021/8/15 18:29:46,40.70,23.80
2021/8/15 18:29:51,40.60,23.80
2021/8/15 18:29:56,40.50,23.80
2021/8/15 18:30:1,40.40,23.80
2021/8/15 18:30:6,40.30,23.80
2021/8/15 18:30:11,40.30,23.90
2021/8/15 18:30:16,40.10,23.90
2021/8/15 18:30:21,40.10,23.90
2021/8/15 18:30:27,40.10,23.90
2021/8/15 18:30:32,40.10,24.00
2021/8/15 18:30:37,40.10,23.90
2021/8/15 18:30:42,40.10,24.00
2021/8/15 18:30:47,40.10,24.00
2021/8/15 18:30:52,40.00,24.00
2021/8/15 18:30:57,40.10,24.00
2021/8/15 18:31:2,40.20,24.00
2021/8/15 18:31:7,40.30,24.10
2021/8/15 18:31:12,40.30,24.00
2021/8/15 18:31:18,40.20,24.00
2021/8/15 18:31:23,40.00,24.00
2021/8/15 18:31:28,40.00,24.00
2021/8/15 18:31:33,40.00,24.00
2021/8/15 18:31:38,40.00,23.90
2021/8/15 18:31:43,40.10,23.90
2021/8/15 18:31:48,40.10,23.90
2021/8/15 18:31:53,40.10,23.80
2021/8/15 18:31:58,40.30,23.80
2021/8/15 18:32:3,40.20,23.70
2021/8/15 18:32:8,40.30,23.70
2021/8/15 18:32:14,40.30,23.60
2021/8/15 18:32:19,40.40,23.60
2021/8/15 18:32:24,40.60,23.60
2021/8/15 18:32:29,41.30,23.60
2021/8/15 18:32:34,41.00,23.60
2021/8/15 18:32:39,40.90,23.50
2021/8/15 18:32:44,40.90,23.50
2021/8/15 18:32:49,40.70,23.50
2021/8/15 18:32:54,40.70,23.50
2021/8/15 18:32:59,40.70,23.50
2021/8/15 18:33:4,40.70,23.50
2021/8/15 18:33:10,40.70,23.50
2021/8/15 18:33:15,40.80,23.50
2021/8/15 18:33:20,40.80,23.50
2021/8/15 18:33:25,41.10,23.50
2021/8/15 18:33:30,41.50,23.60
2021/8/15 18:33:35,41.50,23.60
2021/8/15 18:33:40,41.30,23.60
2021/8/15 18:33:45,41.10,23.60
2021/8/15 18:33:50,41.20,23.60
2021/8/15 18:33:55,41.10,23.60
2021/8/15 18:34:0,41.10,23.60
2021/8/15 18:34:6,41.00,23.60
2021/8/15 18:34:11,40.90,23.60
2021/8/15 18:34:16,40.70,23.60
2021/8/15 18:34:21,40.80,23.60
2021/8/15 18:34:26,40.80,23.70
2021/8/15 18:34:31,40.70,23.70
2021/8/15 18:34:36,40.60,23.70
2021/8/15 18:34:41,40.60,23.70
2021/8/15 18:34:46,40.70,23.70
2021/8/15 18:34:51,40.70,23.70
2021/8/15 18:34:56,40.50,23.70
2021/8/15 18:35:1,40.40,23.80
2021/8/15 18:35:7,40.30,23.80
2021/8/15 18:35:12,40.30,23.80
2021/8/15 18:35:17,40.30,23.80
2021/8/15 18:35:22,40.30,23.80
2021/8/15 18:35:27,40.30,23.80
2021/8/15 18:35:32,40.20,23.90
2021/8/15 18:35:37,40.10,23.90
2021/8/15 18:35:42,40.10,23.90
2021/8/15 18:35:47,40.10,23.90
2021/8/15 18:35:53,40.00,24.00
2021/8/15 18:35:58,40.00,23.90
2021/8/15 18:36:3,40.00,24.00
2021/8/15 18:36:8,40.00,24.00
2021/8/15 18:36:13,40.00,24.00
2021/8/15 18:36:18,40.10,24.00
2021/8/15 18:36:23,40.30,24.10
2021/8/15 18:36:28,40.20,24.10
2021/8/15 18:36:33,40.10,24.00
2021/8/15 18:36:38,40.20,24.10
2021/8/15 18:36:43,40.00,24.00
2021/8/15 18:36:49,39.80,24.00
2021/8/15 18:36:54,39.90,24.00
2021/8/15 18:36:59,39.90,24.00
2021/8/15 18:37:4,40.00,23.90
2021/8/15 18:37:9,40.10,23.90
2021/8/15 18:37:14,40.10,23.80
2021/8/15 18:37:19,40.20,23.80
2021/8/15 18:37:24,40.30,23.70
2021/8/15 18:37:29,40.40,23.70
2021/8/15 18:37:34,40.40,23.60
2021/8/15 18:37:39,40.50,23.60
2021/8/15 18:37:44,40.50,23.60
2021/8/15 18:37:50,40.80,23.50
2021/8/15 18:37:55,40.90,23.50
2021/8/15 18:38:0,41.00,23.50
2021/8/15 18:38:5,40.90,23.50
2021/8/15 18:38:10,40.80,23.50
2021/8/15 18:38:15,40.80,23.50
2021/8/15 18:38:20,40.80,23.50
2021/8/15 18:38:25,40.90,23.50
2021/8/15 18:38:30,41.00,23.50
2021/8/15 18:38:35,41.10,23.50
2021/8/15 18:38:40,41.00,23.50
2021/8/15 18:38:46,40.90,23.50
2021/8/15 18:38:51,41.00,23.50
2021/8/15 18:38:56,41.20,23.50
2021/8/15 18:39:1,41.10,23.50
2021/8/15 18:39:6,41.10,23.50
2021/8/15 18:39:11,41.10,23.50
2021/8/15 18:39:16,41.10,23.60
2021/8/15 18:39:21,40.90,23.60
2021/8/15 18:39:26,40.70,23.60
2021/8/15 18:39:31,40.80,23.60
2021/8/15 18:39:36,40.90,23.60
2021/8/15 18:39:42,40.90,23.60
2021/8/15 18:39:47,40.80,23.60
2021/8/15 18:39:52,40.80,23.60
2021/8/15 18:39:57,40.70,23.70
2021/8/15 18:40:2,40.70,23.70
2021/8/15 18:40:7,40.70,23.70
2021/8/15 18:40:12,40.60,23.70
2021/8/15 18:40:17,40.60,23.70
2021/8/15 18:40:22,40.50,23.80
2021/8/15 18:40:27,40.50,23.80
2021/8/15 18:40:32,40.40,23.80
2021/8/15 18:40:38,40.40,23.80
2021/8/15 18:40:43,40.30,23.80
2021/8/15 18:40:48,40.30,23.80
2021/8/15 18:40:53,40.20,23.90
2021/8/15 18:40:58,40.10,23.90
2021/8/15 18:41:3,40.10,23.90
2021/8/15 18:41:8,40.10,23.90
2021/8/15 18:41:13,40.10,24.00
2021/8/15 18:41:18,40.10,23.90
2021/8/15 18:41:23,40.10,24.00
2021/8/15 18:41:29,40.00,24.00
2021/8/15 18:41:34,40.00,24.00
2021/8/15 18:41:39,40.00,24.00
2021/8/15 18:41:44,40.20,24.10
2021/8/15 18:41:49,40.20,24.00
2021/8/15 18:41:54,40.20,24.10
2021/8/15 18:41:59,40.00,24.00
2021/8/15 18:42:4,40.00,24.00
2021/8/15 18:42:9,39.90,24.00
2021/8/15 18:42:14,39.90,23.90
2021/8/15 18:42:19,40.00,23.90
2021/8/15 18:42:25,40.00,23.90
2021/8/15 18:42:30,40.10,23.90
2021/8/15 18:42:35,40.10,23.80
2021/8/15 18:42:40,40.10,23.70
2021/8/15 18:42:45,40.20,23.70
2021/8/15 18:42:50,40.30,23.60
2021/8/15 18:42:55,40.30,23.60
2021/8/15 18:43:0,40.40,23.60
2021/8/15 18:43:5,40.40,23.60
2021/8/15 18:43:10,40.40,23.60
2021/8/15 18:43:15,40.40,23.60
2021/8/15 18:43:21,40.40,23.60
2021/8/15 18:43:26,40.50,23.60
2021/8/15 18:43:31,40.60,23.60
2021/8/15 18:43:36,40.60,23.60
2021/8/15 18:43:41,40.60,23.60
2021/8/15 18:43:46,40.60,23.60
2021/8/15 18:43:51,40.60,23.60
2021/8/15 18:43:56,40.70,23.60
2021/8/15 18:44:1,40.90,23.60
2021/8/15 18:44:6,41.20,23.60
2021/8/15 18:44:11,41.20,23.60
2021/8/15 18:44:17,41.20,23.60
2021/8/15 18:44:22,41.00,23.60
2021/8/15 18:44:27,41.10,23.70
2021/8/15 18:44:32,41.20,23.70
2021/8/15 18:44:37,41.20,23.70
2021/8/15 18:44:42,41.10,23.70
2021/8/15 18:44:47,41.00,23.70
2021/8/15 18:44:52,41.10,23.70
2021/8/15 18:44:57,41.00,23.70
2021/8/15 18:45:2,41.00,23.70
2021/8/15 18:45:7,40.70,23.80
2021/8/15 18:45:12,40.50,23.80
2021/8/15 18:45:18,40.40,23.80
2021/8/15 18:45:23,40.40,23.80
2021/8/15 18:45:28,40.40,23.80
2021/8/15 18:45:33,40.30,23.80
2021/8/15 18:45:38,40.30,23.90
2021/8/15 18:45:43,40.20,23.90
2021/8/15 18:45:48,40.10,23.90
2021/8/15 18:45:53,40.10,23.90
2021/8/15 18:45:58,40.10,23.90
2021/8/15 18:46:4,40.00,23.90
2021/8/15 18:46:9,40.00,23.90
2021/8/15 18:46:14,40.10,24.00
2021/8/15 18:46:19,40.20,24.00
2021/8/15 18:46:24,40.20,24.00
2021/8/15 18:46:29,40.10,24.00
2021/8/15 18:46:34,40.10,24.10
2021/8/15 18:46:39,40.20,24.10
2021/8/15 18:46:44,40.10,24.10
2021/8/15 18:46:49,40.10,24.10
2021/8/15 18:46:54,40.00,24.10
2021/8/15 18:47:0,40.00,24.00
2021/8/15 18:47:5,39.80,24.00
2021/8/15 18:47:10,40.00,24.00
2021/8/15 18:47:15,39.90,24.00
2021/8/15 18:47:20,39.90,23.90
2021/8/15 18:47:25,39.90,23.90
2021/8/15 18:47:30,39.80,23.90
2021/8/15 18:47:35,39.80,23.80
2021/8/15 18:47:40,40.00,23.80
2021/8/15 18:47:45,40.10,23.70
2021/8/15 18:47:50,40.10,23.70
2021/8/15 18:47:56,40.20,23.70
2021/8/15 18:48:1,40.30,23.60
2021/8/15 18:48:6,41.20,23.60
2021/8/15 18:48:11,42.00,23.60
2021/8/15 18:48:16,41.60,23.60
2021/8/15 18:48:21,41.30,23.60
2021/8/15 18:48:26,41.20,23.60
2021/8/15 18:48:31,40.80,23.60
2021/8/15 18:48:36,40.60,23.60
